LIR	WT_R1	WT_R2	Mut_R1	Mut_R2
osmp.Chr12:10465618--10466902,10471671--10472931	655	752	985	1535
osmp.Chr12:10466794--10468153,10470256--10471627	631	475	747	1096
osmp.Chr12:10466803--10468462,10474709--10476363	1074	1052	1509	2059
osmp.Chr12:10469975--10471627,10477889--10479554	926	1299	1436	2065
osmp.Chr12:10471671--10472932,10476716--10477997	462	800	803	967
osmp.Chr12:10471678--10472932,10486449--10487673	823	1317	1416	1827
osmp.Chr12:10474712--10476676,10477558--10479554	526	619	752	894
osmp.Chr12:10475053--10476705,10487248--10488901	952	1195	1364	1625
osmp.Chr12:10476702--10479555,10488899--10491768	1152	1030	1061	1413
osmp.Chr12:10476753--10477532,10479553--10480316	180	335	188	317
osmp.Chr12:10479556--10480364,10486438--10487247	332	485	465	625
osmp.Chr12:10483872--10484387,10492119--10492637	880	736	837	1022
osmp.Chr12:10484375--10485044,10485824--10486443	191	285	233	370
osmp.Chr12:10485824--10486438,10499500--10500166	1527	1307	1325	2175
osmp.Chr12:10486439--10488901,10489246--10491765	580	305	388	461
osmp.Chr12:10492123--10492637,10498992--10499504	895	955	801	1517
osmp.Chr12:10520514--10523702,10527343--10530531	1063	1190	866	1506
osmp.Chr12:10520514--10523702,10535813--10539001	1386	1439	1106	1886
osmp.Chr12:10539394--10541421,10550843--10552839	1149	985	911	1739
osmp.Chr12:10643059--10646007,10658689--10661637	1921	2539	2132	3824
osmp.Chr12:10758073--10758559,10766163--10766649	4032	3001	2449	3416
osmp.Chr12:10806205--10810642,10814291--10818696	1714	3002	1367	3446
osmp.Chr12:10826917--10844167,10847616--10864961	2855	2079	3608	4409
osmp.Chr12:10827449--10829991,10844173--10846778	828	557	1653	2215
osmp.Chr12:10828293--10833372,10834320--10839499	175	150	125	248
osmp.Chr12:10830710--10833264,10844173--10846778	823	563	1665	2226
osmp.Chr12:10846779--10847569,10847617--10848408	1575	1013	1437	1389
osmp.Chr12:10846779--10847616,10851192--10852031	1979	1407	1898	2035
osmp.Chr12:10847617--10851195,10852033--10855584	2034	1490	1950	2154
osmp.Chr12:10851240--10852031,10854795--10855584	1582	1013	1296	1298
osmp.Chr12:11118189--11119479,11133445--11134730	3505	3515	3337	5619
osmp.Chr12:11119521--11120890,11132191--11133554	3366	3335	3228	5392
osmp.Chr12:11433043--11435978,11450084--11452979	2411	2567	2796	3759
osmp.Chr12:11437956--11440875,11450084--11452979	2363	2001	2249	2858
osmp.Chr12:11481039--11481812,11483896--11484668	532	248	268	401
osmp.Chr12:11481039--11481812,11492792--11493566	1109	956	844	1379
osmp.Chr12:11490709--11492796,11502465--11504559	1704	1174	1333	1914
osmp.Chr12:11499608--11501695,11502465--11504559	1068	499	679	909
osmp.Chr12:11501174--11502454,11515697--11517001	962	696	1057	1348
osmp.Chr12:11545307--11546290,11551558--11552537	1270	1045	986	1965
osmp.Chr12:11760545--11762592,11771579--11773580	1701	1587	1687	2639
osmp.Chr12:11763016--11764118,11772467--11773588	1659	1474	1466	2499
osmp.Chr12:11764119--11765148,11771323--11772346	1418	1299	1072	1778
osmp.Chr12:11771323--11772943,11780727--11782377	1459	1916	1754	2759
osmp.Chr12:11771323--11772943,11785785--11787434	2186	2342	2189	3493
osmp.Chr12:11773012--11773593,11779877--11780460	721	683	688	1400
osmp.Chr12:11773012--11773593,11784934--11785517	1992	1969	1887	2993
osmp.Chr12:11779407--11782378,11794659--11797618	2701	2479	2428	3726
osmp.Chr12:11784464--11787434,11794660--11797618	2226	2080	1933	2750
osmp.Chr12:11784557--11785743,11798951--11800090	2617	2544	2344	4423
osmp.Chr12:11785785--11787204,11797644--11799060	2534	2491	2384	4327
osmp.Chr12:120467--121240,128042--128808	2755	3111	2535	4252
osmp.Chr12:120467--121263,128002--128808	2760	3111	2535	4259
osmp.Chr12:12047418--12048692,12051335--12052624	778	764	689	1714
osmp.Chr12:12047418--12048692,12056388--12057677	1222	1458	1088	2506
osmp.Chr12:12048583--12049634,12050222--12051293	500	645	489	1443
osmp.Chr12:12048583--12049634,12055275--12056346	1147	1348	958	2323
osmp.Chr12:12049923--12051293,12063732--12065095	2013	2056	1409	3352
osmp.Chr12:12051335--12052624,12062590--12063841	1752	1948	1255	3120
osmp.Chr12:12054976--12056346,12063732--12065095	1423	1583	1016	2416
osmp.Chr12:12056388--12057677,12062590--12063841	870	874	553	1513
osmp.Chr12:12057984--12058544,12072713--12073265	14255	19159	18198	27586
osmp.Chr12:12062577--12065367,12072713--12075441	13827	18866	18104	27088
osmp.Chr12:12296322--12296850,12310284--12310812	6989	7624	5107	9877
osmp.Chr12:12310305--12311639,12314551--12315974	402	447	340	563
osmp.Chr12:12310317--12311639,12319754--12321165	1038	1035	730	1444
osmp.Chr12:12311507--12312857,12318382--12319736	1006	1009	751	1410
osmp.Chr12:12311527--12312857,12313179--12314511	283	333	193	339
osmp.Chr12:12338055--12338781,12347870--12348552	3006	2533	2249	4037
osmp.Chr12:12504865--12507234,12514901--12517340	1128	1059	883	1787
osmp.Chr12:12515979--12517343,12528898--12530264	3482	3186	1876	3033
osmp.Chr12:12520883--12522310,12530306--12531751	1365	1509	1599	2273
osmp.Chr12:12520883--12522310,12535508--12536935	2002	1911	2020	3283
osmp.Chr12:12522198--12523859,12528616--12530266	1107	980	1162	1635
osmp.Chr12:12522198--12523903,12533774--12535468	1835	1703	1753	2835
osmp.Chr12:12525475--12526124,12532600--12533252	1262	1166	896	1993
osmp.Chr12:12528611--12531751,12538492--12541474	1960	2368	1727	3020
osmp.Chr12:12533737--12534314,12541600--12542190	4836	4548	1884	3035
osmp.Chr12:12533818--12536935,12538492--12541469	1302	2188	1335	1988
osmp.Chr12:12695530--12696049,12697628--12698145	500	686	865	1183
osmp.Chr12:127432--128114,128599--129252	4319	4190	3802	6327
osmp.Chr12:127432--128150,128599--129252	4319	4190	3802	6327
osmp.Chr12:12749734--12751382,12757436--12759097	935	1702	1010	1581
osmp.Chr12:12751422--12752888,12756121--12757548	442	1067	512	1123
osmp.Chr12:12756121--12757548,12760620--12762086	545	900	744	902
osmp.Chr12:12757436--12758809,12759214--12760580	438	760	575	595
osmp.Chr12:12783516--12789285,12802118--12807840	18899	16768	15180	22055
osmp.Chr12:12982983--12985264,12991267--12993569	4274	2688	3196	4119
osmp.Chr12:12983003--12985264,12986458--12988722	2755	1749	2183	2798
osmp.Chr12:12983017--12985264,12994011--12996273	4746	2964	3335	4451
osmp.Chr12:13129264--13130130,13132500--13133359	430	671	582	991
osmp.Chr12:1322687--1323389,1332320--1333025	6204	7002	6421	10833
osmp.Chr12:13253856--13255263,13256421--13257839	685	562	401	689
osmp.Chr12:13253856--13255374,13268644--13270175	2147	2372	1599	2620
osmp.Chr12:13256726--13258097,13260620--13261994	1125	861	743	1330
osmp.Chr12:13257988--13258782,13259796--13260578	95	106	147	202
osmp.Chr12:13259302--13260578,13270324--13271603	1543	1386	1277	2093
osmp.Chr12:13260620--13261994,13269062--13270433	1488	1284	1145	1969
osmp.Chr12:13262297--13267376,13271774--13276801	1461	1279	1230	1761
osmp.Chr12:13268758--13270436,13280930--13282599	2060	1419	2130	2511
osmp.Chr12:13271125--13271615,13276468--13276940	746	471	596	693
osmp.Chr12:13435114--13436518,13448984--13450369	1386	1470	1405	2298
osmp.Chr12:13436406--13438003,13447362--13448944	1119	1299	1084	1815
osmp.Chr12:13465404--13468595,13475024--13478188	1511	1490	887	1793
osmp.Chr12:13536473--13537857,13546849--13548224	1446	1598	1356	2600
osmp.Chr12:13543422--13545143,13546849--13548559	1099	884	917	1981
osmp.Chr12:13543470--13545143,13554695--13556353	1467	1118	1126	2233
osmp.Chr12:13696547--13697585,13697632--13698689	0	7	6	2
osmp.Chr12:13736083--13736599,13747767--13748282	974	829	778	1122
osmp.Chr12:13737448--13739133,13745246--13746929	887	673	637	885
osmp.Chr12:13743978--13746929,13760394--13763345	2279	2036	1781	3610
osmp.Chr12:13763332--13763760,13776940--13777350	5810	5540	6856	11709
osmp.Chr12:13764536--13766215,13774345--13776008	1161	1773	1454	2665
osmp.Chr12:13825007--13825807,13829048--13829846	1176	1477	1263	2203
osmp.Chr12:14027050--14028040,14034377--14035426	2426	2759	2147	3632
osmp.Chr12:14167795--14168554,14169152--14169831	1499	1767	941	1269
osmp.Chr12:14167795--14168631,14169029--14169831	1504	1758	960	1109
osmp.Chr12:14287254--14287658,14288626--14289067	314	458	504	799
osmp.Chr12:14390685--14393072,14399664--14402049	2520	1579	1392	2366
osmp.Chr12:14390685--14393378,14406146--14408841	2843	2012	1655	2814
osmp.Chr12:14399664--14401958,14409384--14411678	2126	1404	1045	2047
osmp.Chr12:14406456--14408750,14409384--14411678	1773	990	796	1534
osmp.Chr12:14422558--14424371,14428698--14430494	1323	1212	1470	3031
osmp.Chr12:14453496--14454688,14467737--14468932	2538	3281	3147	5374
osmp.Chr12:1449203--1449733,1460986--1461537	2596	2607	2800	5139
osmp.Chr12:14513516--14514889,14515868--14517242	1273	1586	969	2020
osmp.Chr12:14513516--14514889,14524862--14526236	2277	2726	1859	3457
osmp.Chr12:14689690--14692809,14696629--14699697	4097	3675	3109	4984
osmp.Chr12:14714584--14715197,14715506--14716104	44	72	48	98
osmp.Chr12:14724524--14725095,14737104--14737663	1305	1174	1118	2148
osmp.Chr12:14725161--14726131,14730014--14730993	0	7	4	8
osmp.Chr12:14809666--14810168,14810172--14810654	13	13	2	18
osmp.Chr12:14833554--14833966,14836377--14836789	6220	5227	3222	5018
osmp.Chr12:14872494--14874812,14882443--14884754	3395	3151	3215	5022
osmp.Chr12:14876046--14876566,14880489--14881026	3177	2961	3037	4719
osmp.Chr12:15093430--15094043,15094127--15094740	62	86	38	126
osmp.Chr12:15094303--15094723,15094725--15095136	55	103	44	84
osmp.Chr12:15158756--15163244,15163402--15167891	678	678	842	1540
osmp.Chr12:15240477--15241833,15255691--15257066	4333	5430	4679	6530
osmp.Chr12:1529320--1529970,1533067--1533726	57	41	16	37
osmp.Chr12:15374997--15378019,15389580--15392609	2508	2572	1366	2922
osmp.Chr12:15383958--15387079,15389580--15392712	1327	1902	767	1894
osmp.Chr12:15384055--15387079,15396879--15399907	1686	2183	1005	2386
osmp.Chr12:15389305--15390857,15404927--15406483	2718	2614	1559	3200
osmp.Chr12:15393534--15394385,15407776--15408610	2388	2080	1500	2481
osmp.Chr12:15395270--15395699,15407530--15407962	2358	2354	1436	2355
osmp.Chr12:15396020--15398156,15404927--15407059	1674	2252	1343	2244
osmp.Chr12:15396604--15398156,15412519--15414075	2758	2751	1805	2940
osmp.Chr12:15415100--15416765,15429267--15430918	3608	3188	2317	4593
osmp.Chr12:15416653--15417200,15428681--15429227	2568	2100	1688	3069
osmp.Chr12:15417202--15418990,15429114--15430918	3100	2767	2107	4121
osmp.Chr12:15419712--15420400,15427507--15428176	1369	1882	1355	2976
osmp.Chr12:15422172--15423961,15429114--15430919	1964	2623	1862	3775
osmp.Chr12:15424683--15425374,15427507--15428176	441	608	607	949
osmp.Chr12:15425371--15426243,15427796--15428688	475	660	608	1010
osmp.Chr12:15463375--15466497,15471275--15474396	1487	1556	1199	2320
osmp.Chr12:15480251--15480786,15493433--15493966	3064	2868	2917	4718
osmp.Chr12:15519699--15521413,15531495--15533214	14873	15222	12526	21206
osmp.Chr12:15520997--15521413,15531145--15531563	14562	14964	12306	20789
osmp.Chr12:15520997--15525853,15526545--15531388	14516	14928	12294	20760
osmp.Chr12:15630155--15633138,15644659--15647657	2124	2247	2081	2970
osmp.Chr12:15639150--15642140,15644659--15647664	1336	1362	1423	2021
osmp.Chr12:15644659--15645953,15650272--15651561	796	796	983	1316
osmp.Chr12:15644659--15645953,15659190--15660477	1327	1376	1330	1963
osmp.Chr12:15645995--15647374,15649015--15650381	670	636	865	1135
osmp.Chr12:15645995--15647374,15657933--15659299	1303	1336	1282	1874
osmp.Chr12:15648698--15660493,15665322--15676997	2894	2767	2192	3238
osmp.Chr12:15674295--15675426,15686776--15687952	1582	1326	2089	3135
osmp.Chr12:15675317--15676678,15685366--15686734	1339	1151	1708	2727
osmp.Chr12:15759460--15760572,15766329--15767441	2204	2461	2083	3467
osmp.Chr12:15759495--15760529,15765290--15766316	1423	1872	1546	2676
osmp.Chr12:15760836--15762228,15766329--15767702	2205	2444	2075	3420
osmp.Chr12:15761132--15762185,15765290--15766316	1070	1329	1066	1891
osmp.Chr12:15772027--15773839,15774773--15776675	669	592	750	979
osmp.Chr12:15773839--15775524,15778729--15780391	981	1278	989	1432
osmp.Chr12:15774059--15774778,15776699--15777413	638	576	672	823
osmp.Chr12:15891618--15893830,15897571--15899802	3431	2368	2161	3119
osmp.Chr12:15897556--15899454,15899800--15901691	1942	1735	1283	1670
osmp.Chr12:16111406--16112975,16125070--16126646	2708	2168	2164	3815
osmp.Chr12:16157648--16158072,16161906--16162330	6073	8430	7636	12614
osmp.Chr12:16469277--16471422,16484268--16486507	3730	3180	2328	4568
osmp.Chr12:16470791--16471654,16483173--16484032	2857	2766	2083	3880
osmp.Chr12:16476293--16477439,16482055--16483173	1745	1647	1288	2083
osmp.Chr12:16477425--16479712,16487447--16489738	2702	2593	1826	4236
osmp.Chr12:16477592--16478403,16486465--16487278	2411	2373	1607	3314
osmp.Chr12:16478198--16479672,16485020--16486507	2666	2354	1603	3170
osmp.Chr12:16478198--16480297,16484307--16486507	2469	2288	1585	3159
osmp.Chr12:16479706--16480574,16483175--16484032	1884	1857	1406	2388
osmp.Chr12:16506840--16507348,16516431--16516923	4345	4825	6515	9676
osmp.Chr12:16857343--16857796,16857799--16858258	230	263	227	396
osmp.Chr12:17017562--17018077,17018078--17018594	4	14	10	16
osmp.Chr12:17545208--17546264,17546269--17547316	30	37	31	63
osmp.Chr12:17595875--17596292,17598159--17598578	2	0	2	2
osmp.Chr12:17701123--17701872,17715455--17716310	4581	4164	4446	7063
osmp.Chr12:17701309--17701951,17715297--17715976	4504	4070	4263	6809
osmp.Chr12:17718130--17718970,17733021--17733833	3106	2654	2732	4683
osmp.Chr12:1777342--1778395,1785090--1786143	494	515	671	1060
osmp.Chr12:17814385--17815022,17816577--17817220	440	346	318	533
osmp.Chr12:17814385--17815116,17816403--17817220	440	346	318	533
osmp.Chr12:17815265--17816255,17819885--17820908	610	416	458	663
osmp.Chr12:17901020--17901764,17916151--17916895	8947	8547	8336	14418
osmp.Chr12:17902047--17903176,17914892--17916029	9676	9198	8174	12859
osmp.Chr12:18127348--18128031,18140509--18141210	1043	1451	1978	3313
osmp.Chr12:18788915--18789341,18789595--18790033	2750	3004	3208	5263
osmp.Chr12:1888610--1889032,1896910--1897333	6755	9324	8383	13521
osmp.Chr12:18907919--18908338,18922567--18922993	8411	7554	7406	11992
osmp.Chr12:18922549--18923463,18933934--18934916	8715	8601	9448	15492
osmp.Chr12:18949518--18950166,18961957--18962606	6444	6588	5851	9646
osmp.Chr12:18951269--18952558,18959636--18960988	4362	5383	5153	8575
osmp.Chr12:18962704--18963169,18965074--18965530	3	0	0	0
osmp.Chr12:19311061--19312426,19325868--19327243	2188	2154	2376	3522
osmp.Chr12:19312317--19313543,19324537--19325827	1444	1616	1491	2441
osmp.Chr12:19313791--19314426,19328093--19328731	1978	1948	2144	3640
osmp.Chr12:19316004--19319021,19324537--19327569	1359	1268	1685	2695
osmp.Chr12:19316098--19319021,19329600--19332539	1980	1595	2438	3228
osmp.Chr12:19525420--19525875,19526188--19526643	2569	2795	3265	5479
osmp.Chr12:19610569--19614837,19624965--19629198	2868	2885	2286	3731
osmp.Chr12:19616193--19617717,19629926--19631452	2837	3174	2279	3768
osmp.Chr12:1975351--1975755,1978357--1978776	979	873	842	1450
osmp.Chr12:19970210--19970626,19971377--19971820	233	368	382	662
osmp.Chr12:19994349--19994973,19996080--19996722	1134	1552	1341	2092
osmp.Chr12:20248393--20249175,20255989--20256798	1648	2050	1689	2581
osmp.Chr12:20248772--20249220,20249252--20249704	20	37	17	52
osmp.Chr12:20248810--20249536,20255473--20256200	1480	1840	1541	2289
osmp.Chr12:20546209--20546720,20549953--20550457	447	536	584	934
osmp.Chr12:20546431--20546967,20549865--20550389	309	348	272	500
osmp.Chr12:20642901--20643420,20656078--20656642	1836	2057	1952	2974
osmp.Chr12:20769336--20769747,20776753--20777163	6724	9758	8473	13491
osmp.Chr12:21130571--21131361,21143045--21143823	16238	14254	12200	18164
osmp.Chr12:21258922--21260974,21265871--21267993	8939	8461	7091	11502
osmp.Chr12:21258924--21259362,21261728--21262166	7741	7064	6074	9742
osmp.Chr12:21260960--21261727,21265031--21265782	3689	3203	3674	5036
osmp.Chr12:21261728--21262228,21270631--21271129	8321	7057	7554	10981
osmp.Chr12:21262809--21264406,21268208--21269798	5221	4206	4061	6520
osmp.Chr12:21262809--21264495,21268208--21269798	5213	4243	3729	6499
osmp.Chr12:21264161--21264762,21268208--21268812	4282	3551	3737	5929
osmp.Chr12:21264339--21264939,21268208--21268812	4745	3858	4136	5766
osmp.Chr12:21267551--21267991,21270691--21271131	6540	5584	5607	8820
osmp.Chr12:21905930--21906335,21913397--21913822	8391	11019	9853	15870
osmp.Chr12:21985740--21986482,21995086--21995828	6962	7195	6953	10723
osmp.Chr12:21986480--21988436,21991068--21992942	6728	6867	6525	10140
osmp.Chr12:21987282--21988435,22002852--22003927	8917	8976	8725	12961
osmp.Chr12:22204160--22207696,22214946--22218485	2500	2572	2362	3571
osmp.Chr12:22204198--22205915,22207778--22209496	1341	1860	1743	2656
osmp.Chr12:22208479--22209496,22218992--22220009	2749	2551	2598	3587
osmp.Chr12:22217430--22218505,22218934--22220009	2127	1635	1852	2286
osmp.Chr12:223293--223706,224418--224831	19	40	22	54
osmp.Chr12:223293--223774,224303--224831	19	40	22	54
osmp.Chr12:22547533--22547973,22550364--22550802	411	530	418	776
osmp.Chr12:22762466--22763484,22766497--22767475	77	46	65	109
osmp.Chr12:22977677--22979063,22979407--22980816	43018	31802	12321	18741
osmp.Chr12:22977677--22979063,22989793--22991220	43303	32102	12418	18916
osmp.Chr12:22989455--22989917,22998502--22998964	6420	5149	2170	3275
osmp.Chr12:22994711--22995503,22997469--22998278	104	123	30	50
osmp.Chr12:23038610--23039134,23039697--23040193	39	89	107	183
osmp.Chr12:23038610--23039144,23039613--23040193	39	89	107	183
osmp.Chr12:23204255--23205988,23219492--23221234	1820	2066	1473	2457
osmp.Chr12:23206976--23208066,23212010--23213100	209	255	192	357
osmp.Chr12:23280715--23281152,23281652--23282059	1550	1897	2139	3602
osmp.Chr12:23458940--23461045,23474581--23476724	1864	2090	2334	3672
osmp.Chr12:23621960--23622494,23622775--23623311	149	203	106	219
osmp.Chr12:23656459--23660399,23664049--23668023	9609	6865	12088	20205
osmp.Chr12:23681857--23682476,23682477--23683091	23	26	13	55
osmp.Chr12:23720184--23722539,23732165--23734392	7716	5713	6664	10761
osmp.Chr12:24187643--24188087,24188088--24188530	27	36	15	34
osmp.Chr12:24230137--24231361,24243186--24244452	732	963	996	1777
osmp.Chr12:24233162--24234594,24246361--24247795	943	1219	1167	2078
osmp.Chr12:24235587--24236207,24248237--24248856	589	746	660	1168
osmp.Chr12:24236199--24237221,24246773--24247792	551	711	638	1125
osmp.Chr12:24258738--24259488,24268262--24269009	2	2	0	5
osmp.Chr12:24307140--24308126,24312013--24312974	245	310	224	398
